epoch,loss,accuracy,test_loss,test_accuracy
0,2.747093915939331,15.111939430236816,2.775177001953125,6.439393997192383
1,1.9532361030578613,38.99253463745117,2.776043653488159,3.78787899017334
2,1.5522648096084595,52.42537307739258,2.7786943912506104,3.78787899017334
3,1.2387999296188354,67.91045379638672,2.7810511589050293,3.78787899017334
4,1.00296151638031,75.9328384399414,2.786943197250366,3.78787899017334
5,0.8748313784599304,80.22388458251953,2.79170298576355,3.78787899017334
6,0.7413851022720337,83.02238464355469,2.7979390621185303,6.439393997192383
7,0.6448620557785034,87.31343078613281,2.80086350440979,3.78787899017334
8,0.5735349655151367,89.17910766601562,2.8077120780944824,6.439393997192383
9,0.50850909948349,90.85820770263672,2.82423734664917,6.439393997192383
10,0.4363275170326233,92.72388458251953,2.832444429397583,3.78787899017334
11,0.3918612003326416,94.40298461914062,2.8380517959594727,6.439393997192383
12,0.38926345109939575,93.09701538085938,2.84584903717041,6.439393997192383
13,0.32910072803497314,95.14925384521484,2.8827903270721436,6.439393997192383
14,0.30320650339126587,96.08209228515625,2.8917224407196045,6.060606002807617
15,0.27716076374053955,95.70895385742188,2.899418830871582,6.439393997192383
16,0.2780492305755615,96.64179229736328,2.9091179370880127,5.303030490875244
17,0.23609581589698792,97.01493072509766,2.9037225246429443,6.818181991577148
18,0.2272101640701294,97.3880615234375,2.8862192630767822,6.818181991577148
19,0.21288105845451355,97.94776153564453,2.9027960300445557,7.196969509124756
20,0.17347615957260132,98.69403076171875,2.886244773864746,6.818181991577148
21,0.1776464879512787,99.25373077392578,2.831388473510742,7.954545497894287
22,0.16406559944152832,98.69403076171875,2.771610975265503,8.71212100982666
23,0.127103790640831,99.25373077392578,2.669407367706299,11.36363697052002
24,0.15247544646263123,98.8805923461914,2.5636229515075684,17.42424201965332
25,0.14714911580085754,98.32089233398438,2.4453930854797363,18.18181800842285
26,0.12291005253791809,99.0671615600586,2.351546287536621,21.590909957885742
27,0.12062332034111023,99.62686157226562,2.17524790763855,27.272727966308594
28,0.09968671202659607,100.0,2.0199673175811768,32.57575607299805
29,0.10046941041946411,99.62686157226562,1.8084616661071777,38.6363639831543
30,0.09418833255767822,99.62686157226562,1.621910572052002,45.833335876464844
31,0.08977793157100677,99.62686157226562,1.495004653930664,50.75757598876953
32,0.09812119603157043,99.62686157226562,1.2988651990890503,57.19696807861328
33,0.08874295651912689,99.44029998779297,1.2271579504013062,60.22727584838867
34,0.08996954560279846,99.0671615600586,1.0998765230178833,64.39393615722656
