epoch,loss,accuracy,test_loss,test_accuracy
0,2.838958978652954,9.701492309570312,2.7730329036712646,5.68181848526001
1,2.5203850269317627,17.350746154785156,2.7768704891204834,3.78787899017334
2,2.334866523742676,29.104476928710938,2.7838668823242188,3.78787899017334
3,2.120542287826538,39.55223846435547,2.790550470352173,3.78787899017334
4,1.9897977113723755,47.014923095703125,2.80302357673645,3.78787899017334
5,1.8425452709197998,52.052242279052734,2.820197582244873,3.78787899017334
6,1.7407432794570923,55.970149993896484,2.8337063789367676,5.68181848526001
7,1.6603726148605347,58.955223083496094,2.8508083820343018,3.78787899017334
8,1.5407261848449707,61.75373077392578,2.8702359199523926,5.68181848526001
9,1.4798394441604614,67.53731536865234,2.897536516189575,5.68181848526001
10,1.381693720817566,70.14925384521484,2.9639596939086914,5.68181848526001
11,1.3108850717544556,72.94776153564453,2.9632818698883057,5.68181848526001
12,1.2336159944534302,74.81343078613281,3.0099668502807617,5.68181848526001
13,1.2076374292373657,76.86567687988281,3.0425171852111816,5.68181848526001
14,1.152401328086853,76.30596923828125,3.0648856163024902,5.68181848526001
15,1.1092652082443237,77.98506927490234,3.1410226821899414,6.818181991577148
16,1.0589659214019775,78.17163848876953,3.148953676223755,8.333333969116211
17,0.9710626006126404,82.46268463134766,3.1583094596862793,6.818181991577148
18,0.9445866942405701,82.27611541748047,3.1831774711608887,6.818181991577148
19,0.9109349250793457,84.14179229736328,3.218775749206543,6.818181991577148
20,0.8593055009841919,85.07463073730469,3.201852798461914,7.954545497894287
21,0.8320884108543396,83.39552307128906,3.113129138946533,6.818181991577148
22,0.8072705268859863,85.63432312011719,3.099442481994629,8.71212100982666
23,0.784680962562561,84.14179229736328,2.907470703125,9.469696998596191
24,0.7507749199867249,87.5,2.9144482612609863,7.954545497894287
25,0.7104469537734985,88.4328384399414,2.601841688156128,13.257575035095215
26,0.6978850364685059,90.29850769042969,2.487675189971924,14.015151977539062
27,0.6786757111549377,90.1119384765625,2.246980667114258,21.969696044921875
28,0.6550137400627136,89.55223846435547,2.0843167304992676,29.545454025268555
29,0.6207882761955261,91.0447769165039,1.8599038124084473,36.3636360168457
30,0.5824933648109436,90.67163848876953,1.6973161697387695,44.69696807861328
31,0.5760432481765747,91.60447692871094,1.5772281885147095,49.621212005615234
32,0.549879789352417,93.09701538085938,1.4430468082427979,57.19696807861328
33,0.5488331913948059,92.16417694091797,1.3375029563903809,57.19696807861328
34,0.5437134504318237,91.60447692871094,1.2510050535202026,64.01515197753906
35,0.5329446792602539,90.85820770263672,1.176944613456726,64.7727279663086
36,0.5048455595970154,93.6567153930664,1.1211273670196533,68.93939208984375
37,0.5300718545913696,91.2313461303711,1.1001229286193848,68.18181610107422
38,0.4828399121761322,92.35074615478516,1.023812174797058,68.56060791015625
39,0.4407530128955841,93.28358459472656,1.0314158201217651,71.21212005615234
40,0.439142644405365,94.40298461914062,0.9948437809944153,70.45454406738281
41,0.4280112385749817,94.40298461914062,0.9543728232383728,73.10606384277344
42,0.42037490010261536,94.21641540527344,0.9569509029388428,71.59090423583984
43,0.4254971146583557,94.21641540527344,0.9263381958007812,75.0
44,0.37336060404777527,95.70895385742188,0.9416322708129883,71.21212005615234
45,0.38368460536003113,94.58954620361328,0.9147228598594666,75.0
46,0.38007694482803345,95.14925384521484,0.8774632215499878,74.6212158203125
47,0.38207823038101196,94.21641540527344,0.9016895294189453,74.6212158203125
48,0.3567446172237396,95.70895385742188,0.8851945996284485,75.0
49,0.34691739082336426,96.2686538696289,0.8826034069061279,75.3787841796875
50,0.3195236921310425,96.2686538696289,0.8812274932861328,73.10606384277344
51,0.3216201663017273,96.2686538696289,0.8440964221954346,75.0
52,0.32854601740837097,96.2686538696289,0.8577218055725098,75.3787841796875
53,0.30182212591171265,96.2686538696289,0.8337069153785706,73.86363983154297
54,0.3060652017593384,97.01493072509766,0.8683546185493469,73.10606384277344
55,0.2920048236846924,97.3880615234375,0.8321033716201782,75.0
56,0.2816168963909149,96.82836151123047,0.8382389545440674,75.75757598876953
57,0.27183976769447327,97.57463073730469,0.8237369656562805,76.13636016845703
58,0.27537620067596436,97.01493072509766,0.8145549297332764,75.75757598876953
59,0.257466197013855,98.13432312011719,0.8163881301879883,76.13636016845703
60,0.2779637277126312,97.57463073730469,0.8345677256584167,74.24242401123047
61,0.26365283131599426,97.57463073730469,0.8123515248298645,75.0
62,0.25663626194000244,97.20149230957031,0.7901753187179565,76.13636016845703
63,0.25113406777381897,97.20149230957031,0.8022977113723755,75.0
64,0.24458535015583038,97.76119232177734,0.7950804233551025,75.75757598876953
65,0.24009904265403748,98.32089233398438,0.805919885635376,73.10606384277344
66,0.2454676628112793,96.64179229736328,0.7847349643707275,76.13636016845703
67,0.23983755707740784,97.01493072509766,0.8071227669715881,74.24242401123047
68,0.23157694935798645,97.94776153564453,0.7923147678375244,75.0
69,0.2127228081226349,98.13432312011719,0.7675199508666992,76.13636016845703
70,0.19807644188404083,98.69403076171875,0.8049112558364868,76.13636016845703
71,0.22255286574363708,97.94776153564453,0.7804396152496338,76.13636016845703
72,0.1978446990251541,99.0671615600586,0.7792635560035706,75.3787841796875
73,0.19541515409946442,98.32089233398438,0.7861601114273071,75.0
74,0.18365532159805298,99.25373077392578,0.7780242562294006,77.2727279663086
75,0.19832688570022583,98.69403076171875,0.7796097993850708,76.13636016845703
