epoch,loss,accuracy,test_loss,test_accuracy
0,2.113002300262451,37.12686538696289,2.7936782836914062,5.68181848526001
10,0.3607785701751709,88.69403076171875,4.280282020568848,9.734848022460938
20,0.0761663168668747,97.63059997558594,2.1100401878356934,59.96212387084961
30,0.059900663793087006,97.94776153564453,0.6573697328567505,87.23484802246094
40,0.04336642101407051,98.71269226074219,0.7655037045478821,86.13636779785156
50,0.07334772497415543,98.05970001220703,1.2658348083496094,80.90908813476562
60,0.045382171869277954,98.60074615478516,1.5929052829742432,80.71969604492188
70,0.01545822061598301,99.53358459472656,0.5780000686645508,90.45454406738281
80,0.004889162722975016,99.8880615234375,0.33249425888061523,94.69696807861328
90,0.051482003182172775,98.60074615478516,1.7581357955932617,79.24242401123047
100,0.05701809003949165,98.22761535644531,1.6021496057510376,80.07575988769531
110,0.0391206219792366,99.04850769042969,0.7232320308685303,89.88636016845703
120,0.012856714427471161,99.6641845703125,0.4125679135322571,93.78787994384766
130,0.014679898507893085,99.44029998779297,0.3733362555503845,93.33333587646484
140,0.0014003738760948181,99.9813461303711,0.28081202507019043,95.03787994384766
150,0.0029274176340550184,99.8880615234375,0.2512143850326538,95.2272720336914
160,0.054823532700538635,98.60074615478516,0.8322087526321411,88.75
170,0.021323436871170998,99.47761535644531,0.4643142819404602,93.25757598876953
180,0.029336081817746162,99.30970001220703,0.7970069050788879,90.0
190,0.0031249751336872578,99.9067153930664,0.5365051031112671,92.2727279663086
