epoch,loss,accuracy,test_loss,test_accuracy
0,1.1437455415725708,62.68656921386719,2.7593891620635986,7.954545497894287
10,0.0853937566280365,97.5932846069336,6.493288993835449,6.969696998596191
20,0.03312922269105911,99.01119232177734,11.176734924316406,11.704545021057129
30,0.0017119587864726782,99.9813461303711,0.7977822422981262,82.80303192138672
40,0.0002290835982421413,100.0,0.13696663081645966,96.25
50,0.00017871224554255605,100.0,0.10149363428354263,97.46212005615234
60,0.0001507255365140736,100.0,0.09749947488307953,97.61363983154297
70,8.675953722558916e-05,100.0,0.09954539686441422,97.65151977539062
80,6.74267575959675e-05,100.0,0.10068027675151825,97.7272720336914
90,6.021542867529206e-05,100.0,0.10445863008499146,97.42424774169922
100,5.291604611556977e-05,100.0,0.10233636200428009,97.7272720336914
110,3.9777401980245486e-05,100.0,0.10220886766910553,97.7272720336914
120,3.494084012345411e-05,100.0,0.10461930185556412,97.7272720336914
130,3.2617845135973766e-05,100.0,0.1067810133099556,98.06818389892578
140,2.640829552547075e-05,100.0,0.10484413802623749,98.10606384277344
150,2.4305418264702894e-05,100.0,0.10566979646682739,97.99242401123047
160,1.8529442968429066e-05,100.0,0.10360649228096008,98.06818389892578
170,1.3200783541833516e-05,100.0,0.10751109570264816,97.7272720336914
180,1.1689410712278914e-05,100.0,0.10892964154481888,97.80303192138672
190,0.15536071360111237,95.5410385131836,132.28018188476562,56.43939208984375
