epoch, loss, accuracy, val_loss, val_accuracy
2, 0.9632446765899658, 76.75296020507812, 0.5295059680938721, 87.15099334716797
3, 0.1323527842760086, 95.929443359375, 0.1712777465581894, 96.794921875
4, 0.030873320996761322, 98.91765594482422, 0.18070349097251892, 97.75502014160156
5, 0.01041452307254076, 99.67059326171875, 0.2528892159461975, 97.88961029052734
6, 0.003237929893657565, 99.94117736816406, 0.2718563675880432, 97.94703674316406
7, 0.004812190309166908, 99.85882568359375, 0.28158044815063477, 97.96361541748047
8, 0.0026855638716369867, 99.94117736816406, 0.2725299894809723, 98.02424621582031
9, 0.0003518621961120516, 100.0, 0.26572734117507935, 98.33396911621094
10, 0.0001344839547527954, 100.0, 0.29222527146339417, 98.28874206542969
11, 0.0032627813052386045, 99.9058837890625, 0.300423800945282, 98.0404281616211
12, 0.004506352823227644, 99.80000305175781, 0.30300813913345337, 98.00931549072266
13, 0.0018089382210746408, 99.95294189453125, 0.2563185691833496, 98.27542114257812
14, 0.0006987579981796443, 99.97647094726562, 0.2849186062812805, 98.3218765258789
15, 0.0031821064185351133, 99.9058837890625, 0.2720653712749481, 98.09660339355469
16, 0.0046570030972361565, 99.83529663085938, 0.2897956669330597, 98.07563018798828
17, 0.0009489405783824623, 99.97647094726562, 0.2684992849826813, 98.06755828857422
18, 0.00012735907512251288, 100.0, 0.3248710632324219, 98.04895782470703
19, 4.520693255471997e-05, 100.0, 0.2880816161632538, 98.13627624511719
20, 1.3241131455288269e-05, 100.0, 0.2964991331100464, 98.12495422363281
