epoch, loss, accuracy, val_loss, val_accuracy
2, 1.4401419162750244, 53.39665222167969, 0.8497613072395325, 74.0897445678711
3, 0.5257111191749573, 76.80332946777344, 0.31822407245635986, 91.93879699707031
4, 0.35209590196609497, 82.41667175292969, 0.2718915641307831, 95.13870239257812
5, 0.29764512181282043, 84.32329559326172, 0.3170164227485657, 96.01152801513672
6, 0.2846473753452301, 84.8099365234375, 0.3578322231769562, 96.12046813964844
7, 0.2807007133960724, 84.89659118652344, 0.37028056383132935, 96.32621765136719
8, 0.27867135405540466, 84.9832534790039, 0.38511884212493896, 96.47911834716797
9, 0.2779037058353424, 84.99325561523438, 0.44204363226890564, 96.41997528076172
10, 0.27764183282852173, 84.99991607666016, 0.4536866247653961, 96.52259063720703
11, 0.27765515446662903, 84.98992919921875, 0.46622833609580994, 96.36367797851562
12, 0.27746617794036865, 84.99991607666016, 0.47045740485191345, 96.48324584960938
13, 0.2775540053844452, 84.99324798583984, 0.5122488141059875, 96.60305786132812
14, 0.2776440680027008, 84.98658752441406, 0.5344518423080444, 96.50118255615234
