epoch, loss, accuracy, val_loss, val_accuracy
2, 1.0340616703033447, 71.17776489257812, 0.544398844242096, 86.4706039428711
3, 0.21470507979393005, 90.17780303955078, 0.16644158959388733, 96.48370361328125
4, 0.11224886775016785, 93.2110824584961, 0.16380859911441803, 97.70732879638672
5, 0.08875224739313126, 94.06661224365234, 0.2043154090642929, 97.8702163696289
6, 0.08019651472568512, 94.36656951904297, 0.24384260177612305, 97.69759368896484
7, 0.0794842392206192, 94.35546112060547, 0.28157466650009155, 97.92282104492188
8, 0.08779345452785492, 94.15544891357422, 0.2495553195476532, 97.7901611328125
9, 0.07810395956039429, 94.4110107421875, 0.3021416962146759, 97.77519989013672
10, 0.07808464765548706, 94.41100311279297, 0.3326399326324463, 97.9563980102539
11, 0.07836344093084335, 94.39990234375, 0.3300703465938568, 97.84315490722656
12, 0.08035744726657867, 94.32213592529297, 0.3048296868801117, 97.94950866699219
13, 0.07988329231739044, 94.3443374633789, 0.34199920296669006, 97.68457794189453
14, 0.0771777480840683, 94.4443359375, 0.3570391535758972, 97.52776336669922
15, 0.08099838346242905, 94.35546875, 0.29321667551994324, 97.73477935791016
16, 0.07897961884737015, 94.41100311279297, 0.34853655099868774, 97.57913208007812
17, 0.07730219513177872, 94.4443359375, 0.3750029504299164, 97.8686752319336
18, 0.07745284587144852, 94.422119140625, 0.40731504559516907, 97.78327178955078
19, 0.07924795895814896, 94.36656951904297, 0.2825435400009155, 97.79014587402344
20, 0.07709817588329315, 94.4443359375, 0.30808892846107483, 97.9906997680664
21, 0.07721532136201859, 94.4332275390625, 0.3362826704978943, 97.94944763183594
22, 0.07713187485933304, 94.4443359375, 0.32327884435653687, 97.76993560791016
23, 0.07704123109579086, 94.4443359375, 0.35004058480262756, 97.76509094238281
24, 0.0770428478717804, 94.4443359375, 0.33921298384666443, 97.82170104980469
25, 0.07703962922096252, 94.4443359375, 0.3997264504432678, 97.7728042602539
26, 0.07703233510255814, 94.4443359375, 0.4046121835708618, 97.84920501708984
27, 0.07704415917396545, 94.4443359375, 0.38707080483436584, 98.01420593261719
28, 0.07702307403087616, 94.4443359375, 0.3442484736442566, 98.07239532470703
29, 0.0770510584115982, 94.4443359375, 0.36715197563171387, 97.92922973632812
30, 0.0770324170589447, 94.4443359375, 0.3491816222667694, 97.99800872802734
31, 0.07703515887260437, 94.4443359375, 0.387821227312088, 97.88236999511719
32, 0.07701921463012695, 94.4443359375, 0.41404542326927185, 97.89811706542969
33, 0.07702293246984482, 94.4443359375, 0.41551733016967773, 97.91834259033203
34, 0.07702728360891342, 94.4443359375, 0.4280902147293091, 97.92882537841797
35, 0.07701867818832397, 94.4443359375, 0.42657265067100525, 97.91629791259766
36, 0.0770178958773613, 94.4443359375, 0.4397889971733093, 97.9054183959961
37, 0.07702061533927917, 94.4443359375, 0.42761924862861633, 97.90664672851562
38, 0.07701757550239563, 94.4443359375, 0.42577672004699707, 97.88882446289062
39, 0.0770169049501419, 94.4443359375, 0.424923300743103, 97.93894958496094
40, 0.07701751589775085, 94.4443359375, 0.4443446099758148, 97.86173248291016
41, 0.07701767235994339, 94.4443359375, 0.4153580367565155, 97.95069885253906
